"id","female","anxdep1","anxdep2","anxdep3","anxdep4","lonely1","lonely2","lonely3","lonely4"
834,1,2.11,0.35,3.26,1.68,NA,1.58,NA,2.41
835,1,1.33,NA,1.94,3.12,3.1,3,2.67,2.07
836,1,NA,1.97,NA,NA,1.98,1.57,2.33,2.36
837,1,1.84,3.29,1.33,1.59,NA,2.46,1.14,NA
838,1,1.9,0.26,2.59,2.44,2.82,2.65,NA,2.6
839,1,2.99,1.24,NA,0.98,NA,2.83,NA,NA
840,1,1.53,1.56,NA,3.54,NA,2.79,NA,3.45
841,1,NA,3.09,NA,2.53,2.48,1.37,2.22,1.72
842,1,2.23,NA,NA,0.39,0.98,2.8,NA,3.11
843,1,3.6,2.31,NA,1.47,NA,1.79,1.56,1.92
844,1,2.98,NA,1.3,NA,1.93,1.33,NA,NA
845,1,NA,0.99,NA,NA,2.9,NA,3.74,1.74
846,1,NA,2.2,NA,2.19,NA,0.53,2.5,3.04
847,1,1.52,1.97,2.37,2.17,3.48,1.55,NA,NA
848,1,1.37,NA,1.97,3.02,3.24,1.77,2.78,3.15
849,1,2.49,1.28,3.51,1.37,NA,3.9,NA,1.23
850,1,2.33,1.37,1.99,1.87,NA,1.9,NA,NA
851,1,0.95,1.63,2.51,NA,2.59,NA,NA,NA
852,1,1.7,NA,NA,NA,2.98,1.42,3.67,NA
853,1,3.26,2.3,NA,3.51,NA,3.31,3.17,NA
854,1,2.26,2.08,2.28,NA,2.7,1.25,2.47,NA
855,1,2.95,0.7,3.12,2.8,2.01,2.36,1.31,0.9
856,1,NA,2.24,NA,NA,1.69,1.73,1.43,NA
857,1,1.16,2.75,2.84,NA,NA,3.07,3.54,2.48
858,1,1.69,2.97,2.7,2.92,3.4,1.78,2.06,1.79
859,1,2.12,0.11,NA,3.13,2.21,0.75,NA,2.92
860,1,3.44,3.69,2.21,NA,3.37,3.4,3.41,3.17
861,1,0,NA,1.81,NA,2.65,2.64,NA,NA
862,1,1.76,NA,NA,1.7,1.23,2.05,1.73,2.77
863,1,1.55,2.76,1.65,2.41,1.8,1.42,2.56,2.54
864,1,NA,NA,NA,2.98,2.03,NA,2.25,1.92
865,1,NA,2.02,3.87,1.13,2.7,2.88,3.26,NA
866,1,2.81,2.51,NA,2.01,NA,1.58,1.29,2.95
867,1,1.99,2.42,NA,NA,2.86,1.25,NA,NA
868,1,2.35,2.7,NA,NA,NA,3,2.79,NA
869,1,1.56,2.89,NA,2.65,NA,3.1,NA,1.51
870,1,2.7,1.24,NA,1.89,2.9,1.74,NA,3.01
871,1,NA,2.71,0.83,1.92,2,2.15,2.04,2.79
872,1,NA,2.23,NA,NA,0.6,2.78,NA,2.2
873,1,NA,NA,2.18,1.91,3.02,2.99,NA,2.74
874,1,2.93,3.55,1.63,NA,2.84,NA,3.4,NA
875,1,NA,3.51,3.51,0.69,2.77,NA,2.6,NA
876,1,2.19,2.57,NA,3.12,3.3,2.2,NA,3.49
877,1,2.17,NA,NA,NA,3.94,NA,1.52,NA
878,1,0.75,1.9,2.02,2.9,NA,2.65,NA,1.29
879,1,1.95,1.47,1.83,NA,2.83,NA,NA,2.17
880,1,NA,NA,1.89,2.76,2.65,0.99,NA,NA
881,1,NA,1.07,2.94,0.03,2.53,3,NA,2.15
882,1,2.54,2.83,3.09,1.16,NA,2.33,NA,NA
883,1,1.81,1.76,1.57,3.07,NA,2.09,3,NA
884,1,NA,2.83,1.77,2.8,1.96,1.02,NA,1.94
885,1,3.08,3.35,NA,NA,1.5,NA,NA,2.35
886,1,1.86,1.36,1.12,1.99,3.15,3.7,NA,2.93
887,1,2.98,1.32,2.25,2.45,NA,NA,NA,3.05
888,1,2.3,1.75,2.35,4,2.25,1.54,1.37,1.17
889,1,NA,4,1.94,3.59,1.17,3.45,1.86,1.5
890,1,1.38,1.98,1.39,NA,2.78,NA,NA,2.47
891,1,2.24,2.14,3.08,2.73,3.06,3.32,NA,5
892,1,2.15,1.49,1.7,1.54,1.54,2.83,NA,0.94
893,1,1.79,1.65,1.64,1.59,2.43,NA,NA,2.97
894,1,2.4,2.28,0.93,3.65,3.36,NA,3.13,2.1
895,1,3.02,0.8,1.34,1.32,2.52,1.43,2.76,3.62
896,1,1.55,3.99,NA,1.36,3.1,1.96,3.03,2.47
897,1,1.19,1.9,NA,NA,0.97,1.24,1.72,2.69
898,1,2.72,NA,2.23,3.36,2.22,NA,2.82,2.11
899,1,NA,3.54,NA,2.01,1.69,NA,2.11,2.27
900,1,1.23,2.17,4,NA,NA,NA,3.06,NA
901,1,1.76,2.6,NA,2.02,1.43,2.99,2.36,2.08
902,1,2.29,1.39,2.36,2.06,2.66,3.12,3.29,NA
903,1,0.83,NA,NA,2.27,NA,2.79,NA,1.1
904,1,1.66,1.84,NA,3.28,NA,1.88,2.3,3.45
905,1,1.12,2.66,1.63,2.65,NA,NA,NA,NA
906,1,NA,1.65,2.42,NA,NA,NA,NA,NA
907,1,1.33,1.45,NA,2.22,2.47,1.39,NA,1.17
908,1,NA,NA,3.27,2.58,1.62,NA,2.71,NA
909,1,NA,NA,2.65,3.14,2.75,NA,NA,2.44
910,1,1.45,2.24,NA,NA,NA,2.04,NA,2.01
911,1,NA,4,1.76,NA,2.42,NA,NA,2.46
912,1,4,1.94,NA,2.45,2.75,NA,2.65,1.68
913,1,1.83,NA,NA,2.44,1.69,NA,NA,NA
914,1,2.66,NA,1.88,2.05,1.52,3.22,3.2,NA
915,1,2.04,2.37,3.31,1.76,3.77,NA,2.63,NA
916,1,2.24,2.73,NA,2.16,1.63,NA,2.11,2.86
917,1,0.77,1.4,NA,NA,2.4,1.75,3.46,0.61
918,1,NA,NA,2.34,3.11,1.22,1.44,NA,2.14
919,1,NA,1.83,1.04,2.77,1.46,2.73,3.09,0.95
920,1,1.59,3,3.14,NA,NA,NA,3.65,0.9
921,1,NA,2.2,4,2.36,1.7,2.21,NA,2.96
922,1,2.18,1.14,NA,NA,2.37,2.11,NA,1.46
923,1,1.78,3.08,3.17,1.33,NA,NA,3.1,0
924,1,0.76,2.43,NA,NA,2.71,NA,NA,3.19
925,1,1.96,1.8,NA,2.06,3.71,3.3,2.7,NA
926,1,2.2,1.97,2.7,2.47,NA,NA,NA,NA
927,1,NA,4,NA,2.68,2.41,NA,3.38,2.32
928,1,2.41,2.3,NA,1.78,2.66,NA,2.81,2.26
929,1,0.77,1.92,2.36,NA,2.26,1.43,2.02,1.15
930,1,1.28,2.41,2.48,3.12,2.57,NA,2.09,NA
931,1,NA,2.89,NA,NA,NA,1.21,NA,2.86
932,1,NA,2.67,2.38,0.61,1.36,3.06,3.16,2.76
933,1,2.26,0.68,1.11,NA,2.74,NA,2.08,2.05
934,1,2.22,2.29,0.94,3.4,1.55,2.68,NA,2.99
935,1,1.55,NA,0.9,NA,2.08,0.72,1.07,3.11
936,1,NA,2.57,1.96,4,1.81,NA,2.14,2.73
937,1,1.03,2.33,3.18,3.51,0.89,NA,2.25,NA
938,1,1.01,0.12,2.15,2.75,NA,1.51,2.25,1.61
939,1,1.67,1.99,2.33,1.4,NA,2,1.8,1.47
940,1,NA,2.2,2.67,2.84,2.96,2.95,NA,2.08
941,1,1.71,1.98,3.02,1.9,2.46,2.01,2.63,2.8
942,1,1.78,1.01,NA,3.5,2.8,2.24,2.66,NA
943,1,1.57,1.06,2.63,0.64,1.39,1.72,NA,3.49
944,1,1.56,1.27,3.25,NA,NA,NA,3.45,NA
945,1,1.75,2.38,2.74,NA,NA,NA,NA,NA
946,1,2.16,2.25,1.09,2.79,3.77,NA,NA,NA
947,1,1.63,1.23,3.37,NA,2.95,NA,NA,2.16
948,1,3.45,1.78,2.15,2.01,NA,1.16,NA,1.27
949,1,0.73,NA,2.32,NA,1.78,3.35,NA,3.11
950,1,2.02,2.84,2.91,4,2.42,2.63,1.23,NA
951,1,3.05,2.22,2.47,NA,1.23,2.35,2.42,1.71
952,1,1.86,3.07,3.54,1.93,1.53,2.29,NA,1.95
953,1,3.73,1.48,1.06,NA,NA,2.45,1.79,NA
954,1,2.89,2.11,1.73,1.71,2.98,2.52,NA,1.94
955,1,2.17,NA,2.32,NA,NA,NA,NA,2.24
956,1,1.88,2.6,3.87,NA,1.58,3.05,2.03,NA
957,1,2.77,NA,2.26,NA,NA,NA,NA,NA
958,1,NA,2.07,2.64,1.32,NA,NA,2.2,2.22
959,1,0.8,2.73,2.9,NA,1.78,2.16,2.49,NA
960,1,1.4,2.59,NA,NA,2.05,2.08,NA,NA
961,1,NA,NA,NA,3.54,1.85,2.8,NA,2.26
962,1,0.87,2.24,2.4,1.67,NA,1.25,NA,0.81
963,1,1.22,2.72,1.47,2.04,1.35,1.39,NA,1.22
964,1,2.03,1.55,4,3.5,NA,2.21,NA,NA
965,1,2.13,1.03,2.32,2.49,1.97,4,NA,NA
966,1,NA,1.71,2.1,2.94,NA,2.69,NA,NA
967,1,1.87,NA,NA,2.47,3.38,2.92,1.55,2.86
968,1,1.36,NA,2.27,1.48,2.53,3.1,NA,2.85
969,1,1.59,2.51,2.23,3.32,2.59,1.76,1.72,2.54
970,1,1.83,1.55,NA,1.7,1.92,2.23,3.15,NA
971,1,2.84,1.96,NA,2.43,2.44,2.75,2.01,1.66
972,1,1.13,2.02,NA,3.18,2.26,NA,NA,NA
973,1,NA,2.57,3.04,NA,NA,1.96,2.87,2.33
974,1,1.66,2.22,NA,2.37,2.86,2.03,NA,3.68
975,1,3.91,2.78,1.85,NA,0.69,2.71,NA,NA
976,1,2.62,1.08,2.4,2.58,NA,2.66,NA,1.76
977,1,NA,2.65,NA,3.01,NA,NA,NA,NA
978,1,NA,1.86,2.82,2.52,1.87,2.94,2.55,2.1
979,1,NA,NA,1.49,NA,2.94,2.38,2.16,NA
980,1,3.44,NA,3.08,0.76,1.67,2.58,2.95,3.52
981,1,1.14,1.08,2.45,NA,3.09,0.62,3.51,NA
982,1,NA,3.35,2.34,1.6,1.56,1.92,NA,2.62
983,1,NA,1.82,3.06,2.42,NA,2.23,2.17,3.24
984,1,3.46,2.02,1.22,3.65,0.99,2.85,1.61,2.11
985,1,1.74,1.38,NA,2.88,0.73,NA,3.4,2.04
986,1,NA,NA,NA,0.82,NA,2.37,1.48,NA
987,1,1.68,4,NA,2.71,1.82,3.4,3.11,2.87
988,1,1.24,NA,1.75,1.75,1.48,2.25,2.07,NA
989,1,2.42,0,0.87,2.33,3.01,2.86,NA,2.34
990,1,1.79,2.18,NA,NA,1.46,NA,NA,2.9
991,1,NA,NA,NA,1.75,NA,2.83,2.82,NA
992,1,2.04,NA,3.4,NA,1.96,2.55,2.87,NA
993,1,2.36,2.13,2.74,3.6,2.49,NA,NA,3.23
994,1,1.46,3.57,NA,1.44,NA,NA,1.44,0.63
995,1,2.18,2.17,3.96,2.75,NA,1.43,NA,2.72
996,1,2.01,1.08,NA,NA,NA,3.79,NA,2.08
997,1,NA,NA,2.02,2.75,NA,1.61,0.98,NA
998,1,3.3,2.05,3.09,NA,1.66,NA,3.45,3.27
999,1,3.65,2.76,1.67,NA,NA,1.39,2.18,2.33
1000,1,2.64,3.77,NA,NA,2.69,NA,4.57,NA
1001,1,1.77,NA,1.46,2.6,2.44,2.96,3.77,NA
1002,1,NA,0.89,NA,2.3,NA,2.42,NA,1.86
1003,1,3.09,NA,NA,NA,NA,1.63,NA,2.91
1004,1,1.22,NA,NA,3.12,NA,2.65,NA,1.99
1005,1,2.04,0,2.71,2.32,1,2.96,NA,2.03
1006,1,NA,2.84,3.27,2.4,1.66,2.57,NA,2.34
1007,1,1.47,NA,2.8,NA,2.13,NA,NA,NA
1008,1,2.7,1.63,NA,NA,1.48,NA,2.73,3.72
1009,1,3.15,1.89,2.74,2.74,2.11,2.37,1.92,1.76
1010,1,NA,2.42,2.81,3.2,3.22,NA,3.05,2.63
1011,1,NA,2.51,NA,0.28,NA,NA,3.25,2.69
1012,1,NA,1.12,NA,NA,1.5,3.02,NA,NA
1013,1,NA,1.56,NA,0.89,3.58,NA,NA,2.4
1014,1,2.5,2.57,NA,3.73,2.64,NA,NA,1.86
1015,1,0.84,NA,2.4,3.43,3.06,NA,NA,NA
1016,1,2.17,1.99,1.99,NA,NA,0.85,3.01,NA
1017,1,NA,2.53,NA,NA,1.16,1.97,NA,2.36
1018,1,1.96,NA,NA,2.17,1.59,1.58,NA,1.86
1019,1,NA,2.65,2.12,NA,2.3,NA,2.5,2.35
1020,1,NA,2.45,3.22,2.24,NA,2.38,NA,2.15
1021,1,1.02,2.81,2.52,NA,NA,1.43,3.19,NA
1022,1,NA,NA,NA,NA,1.62,2.07,NA,3.54
1023,1,NA,2.12,1.28,1.54,2.54,1.71,NA,2.81
1024,1,NA,NA,1.52,NA,NA,2.37,2.85,1.01
1025,1,2.41,NA,2.02,2,2.3,2.69,2.52,1.05
1026,1,2.43,NA,NA,2.14,2.4,NA,1.74,0.92
1027,1,2.76,NA,3.62,3.07,1.52,3.16,NA,3.33
1028,1,1.78,3.26,NA,NA,1.65,NA,3.09,0.42
1029,1,3.34,1.22,3.04,3.77,NA,NA,2.56,1.85
1030,1,NA,1.32,3.38,1.78,2.83,NA,NA,NA
1031,1,1.47,NA,NA,NA,NA,NA,NA,3.32
1032,1,NA,NA,1.65,3.27,NA,2.19,2.73,NA
1033,1,2.05,0.61,NA,2.37,0.87,2.38,NA,0.43
1034,1,NA,4,2.7,2.83,1.36,1.44,3.08,NA
1035,1,2.52,3.13,1.83,2.65,2.06,NA,1.79,NA
1036,1,1.29,NA,0.72,3.15,2.25,NA,2.05,3.51
1037,1,2.29,2.03,4,NA,2.09,NA,1.73,2.78
1038,1,0.72,NA,2.05,3.76,1.83,1.34,2.56,1.57
1039,1,1.94,4,2.36,1.32,1.83,3.86,NA,3.68
1040,1,2.93,3.68,NA,1.26,2.13,NA,NA,1.62
1041,1,2.37,NA,2.57,2.42,NA,2.94,3.55,2.26
1042,1,NA,2.85,NA,1.83,3.01,NA,NA,2.38
1043,1,1.02,2.11,1.9,2.1,1.98,0.74,1.73,NA
1044,1,3.14,2.41,2.41,2.31,1.46,2.7,3.07,NA
1045,1,2.81,2.06,1.8,2.11,NA,2.74,NA,3.42
1046,1,1.56,2.02,2.22,1.86,2.07,1.91,1.83,3.11
1047,1,NA,2.56,0.9,2.71,NA,2.95,NA,2.56
1048,1,NA,NA,1.84,1.7,2.04,2.04,NA,3.08
1049,1,NA,1.86,3.44,2.18,3.14,3.54,2.64,1.49
1050,1,1.05,1.94,NA,NA,2.5,NA,NA,3.47
1051,1,NA,0.75,NA,NA,1.83,NA,NA,NA
1052,1,2.37,2.51,NA,2.72,0.92,1.82,1.67,2.58
1053,1,2.28,4,NA,1.95,NA,3.02,1.56,2.15
1054,1,NA,2.07,NA,2.77,1.92,2.16,NA,NA
1055,1,2.74,2.39,2.12,NA,NA,3.9,2.3,2.94
1056,1,NA,NA,NA,2.28,NA,NA,2.2,2.28
1057,1,NA,3.21,NA,NA,NA,NA,2.81,1.74
1058,1,NA,NA,NA,2.34,2.67,3.04,3.34,NA
1059,1,2.15,1.39,2.89,2.14,NA,1.39,NA,NA
1060,1,2.32,1.11,3.6,4,0.54,4.02,2.87,4.34
1061,1,2.43,2.18,1.04,2.11,1,1.52,2.22,3.03
1062,1,1.71,NA,1.15,2.65,0.55,2.6,NA,NA
1063,1,1.1,NA,NA,NA,2.37,3.16,3.54,2.36
1064,1,2.71,NA,2.08,NA,1.89,2.29,3.78,1.48
1065,1,2.23,1.98,1.33,NA,1.73,1.24,3.04,NA
1066,1,0.75,3.14,1.36,3.08,2.25,3.23,NA,2.4
1067,1,0.61,3.43,1.46,2.15,3.03,NA,2.04,1.29
1068,1,2.69,2.21,1.99,NA,3.62,2.73,3.42,1.55
1069,1,2.26,3.44,1.93,2.18,0.63,1.95,2.65,2.52
1070,1,NA,NA,1.63,NA,1.98,NA,1.93,2.96
1071,1,1.47,3.01,NA,2.07,2.84,3.19,NA,3.77
1072,1,3.25,NA,NA,NA,2.76,3.82,NA,1.34
1073,1,NA,1.9,2.9,0.94,3.28,NA,2.24,3.14
1074,1,NA,1.47,3.03,2.39,1.29,2.98,NA,3.65
1075,1,1.79,2.59,2.6,3.56,3.1,1.08,NA,NA
1076,1,2.15,NA,2.93,NA,1.64,2.19,3.7,2.7
1077,1,1.13,1.87,1.43,1.68,1.2,2.26,1.1,1.72
1078,1,NA,NA,3.34,2.12,NA,2.26,2.42,NA
1079,1,0.7,1.51,NA,1.01,NA,3.31,NA,NA
1080,1,2.5,3.14,NA,1.53,NA,3.17,2.41,2.54
1081,1,2.67,0.86,2.1,1.31,NA,2.64,NA,2.06
1082,1,2.12,0.15,2.73,2.83,2.25,2.92,2.41,1.02
1083,1,0.52,1.64,0,2.74,1.55,1.99,NA,2.01
1084,1,1.13,4,2.83,NA,NA,3.24,NA,2.28
1085,1,2.52,2,NA,2.87,1.61,0.39,NA,NA
1086,1,1.45,0.85,0.73,3.76,2.74,NA,NA,1.56
1087,1,1.89,2.51,2.17,NA,2.64,2.09,NA,1.3
1088,1,NA,1.92,NA,NA,NA,1.6,2.35,2.69
1089,1,2.77,NA,2.06,1.44,1.89,1.92,1.74,NA
1090,1,2.8,2.61,NA,2.02,3.79,1.38,2.27,3.68
1091,1,1.76,NA,1.3,4,NA,1.88,2.06,1.13
1092,1,3.17,1.98,NA,2.57,NA,NA,3.55,1.99
1093,1,NA,2.04,NA,NA,3.03,NA,1.35,NA
1094,1,NA,1.92,1.84,2.49,2.53,2.71,NA,NA
1095,1,1.8,NA,2.42,NA,2.9,2.34,2.6,3.29
1096,1,2.61,NA,NA,2.25,2.76,2.26,2.87,NA
1097,1,NA,1.07,0.85,2.66,2.73,2.05,NA,NA
1098,1,1.88,1.72,NA,2.14,1.74,0.87,NA,2.95
1099,1,0.53,NA,2.39,1.53,2.02,NA,NA,1.49
1100,1,1.55,0,1.39,1.87,NA,2.67,3.03,2.6
1101,1,1.86,NA,1.06,1.01,3.19,0.58,2.14,2.88
1102,1,2.72,NA,1.12,NA,1.94,NA,2.53,NA
1103,1,NA,2.95,NA,NA,1.28,2.8,2.96,NA
1104,1,0.96,2.21,4,3.29,NA,2.51,2.35,1.19
1105,1,1.16,2.47,2.73,2.42,1.79,2.35,1.59,2.72
1106,1,NA,2.85,2.1,3.85,2.28,NA,NA,NA
1107,1,2.8,2.57,1.6,2.4,1.07,1.65,NA,1.8
1108,1,NA,2.3,2.44,3.05,3.36,NA,1.65,NA
1109,1,NA,1.93,1.89,3.07,NA,NA,NA,NA
1110,1,1.97,NA,1.69,1.51,3.03,2.25,NA,2.97
1111,1,3.08,1.79,NA,1.52,NA,2.28,1.37,NA
1112,1,1.54,1.56,2.03,NA,NA,3.08,2.95,3.11
1113,1,1.6,2.88,1.91,1.7,2.17,NA,NA,NA
1114,1,2.62,3.35,3.16,1.78,2.83,2.49,NA,4.28
1115,1,2.07,2.14,1.49,2.12,1.87,2.91,2.69,2.57
1116,1,NA,1.61,1.81,3.42,1.17,NA,1.21,NA
1117,1,2.27,2.58,NA,1.21,2.44,2.31,NA,2.85
1118,1,1.81,2.01,2.33,1.82,2.29,2.79,2.47,1.02
1119,1,3.05,1.59,1.81,1.92,2.35,2.28,NA,1.21
1120,1,1.7,1.83,NA,NA,2.53,3.11,3.13,1.45
1121,1,2.02,1.4,NA,2.02,NA,NA,NA,NA
1122,1,NA,2.49,3.17,NA,3.28,NA,NA,2.72
1123,1,2.83,NA,NA,2.54,2.37,NA,2.55,2.24
1124,1,2.39,NA,NA,NA,2.4,2.47,0.77,3.31
1125,1,2.38,1.27,1.28,2.55,2.92,NA,2.94,2.51
1126,1,NA,NA,1.84,1.42,1.13,1.89,2.14,NA
1127,1,NA,2.01,NA,3.82,NA,1.66,NA,2.1
1128,1,2.72,1.88,NA,NA,NA,0.95,NA,3.64
1129,1,1.94,2.35,1.98,3.12,2.69,1.72,NA,2.71
1130,1,1.31,2.18,1.86,0.92,2.38,2.02,2.5,2.53
1131,1,NA,0.99,1.49,2.07,2.07,NA,2.54,NA
1132,1,1.63,3,2.26,2.91,2.76,2.15,2.87,NA
1133,1,1.37,NA,NA,2.87,3.16,NA,1.74,3.39
1134,1,1.24,1.48,NA,2.64,NA,NA,NA,2.5
1135,1,1.48,1.65,NA,2.17,1.7,2.3,1.91,3.26
1136,1,2.58,1.99,NA,NA,2.24,2.65,2.58,2.72
1137,1,NA,1.72,NA,1.94,2.44,NA,2.62,0.93
1138,1,NA,1.29,1.4,0,3.19,2.23,NA,1.37
1139,1,2.1,0.94,NA,3.47,2.65,3.29,2.53,2.42
1140,1,0.85,1.77,NA,NA,2.28,1.53,NA,1.05
1141,1,0.89,NA,1.59,NA,2.54,NA,2.27,NA
1142,1,2.35,1.91,NA,2.19,2.63,NA,2.07,NA
1143,1,1.35,NA,4,NA,2.3,2.18,1.96,2.39
1144,1,1.41,NA,NA,NA,NA,2.89,NA,2.67
1145,1,2.43,NA,1.99,0,NA,3.89,NA,2.58
1146,1,1.65,1.58,NA,NA,2.56,NA,4.21,2.72
1147,1,2.83,1,3.11,1.17,2.75,2.28,2.75,0.98
1148,1,NA,2.61,2.06,2.66,NA,2.68,2.61,1.42
1149,1,NA,NA,2.22,2.32,3.92,3.12,NA,2.47
1150,1,2.76,1.78,NA,1.98,1.66,NA,NA,NA
1151,1,2.81,NA,2.22,2.8,2.68,1.46,3.29,2.54
1152,1,3.59,2.39,3.35,2.49,NA,2.4,NA,NA
1153,1,2.67,1.02,2.6,1.22,2.94,2.04,2.54,NA
1154,1,2,NA,1.95,2.67,0.43,0.33,3.62,1.25
1155,1,1.49,NA,NA,NA,2.71,2.18,2.5,2.75
1156,1,1.64,1.44,2.54,3.01,NA,NA,NA,1.84
1157,1,NA,0.41,NA,3.61,NA,2.73,4.48,NA
1158,1,1.44,1.06,NA,NA,3.52,2.65,3.24,2.41
1159,1,NA,1.8,1.97,NA,1.11,2.25,3.04,1.55
1160,1,1.3,NA,2.42,NA,1.66,2.47,2.12,3.24
1161,1,4,NA,0.74,NA,2,2.68,NA,NA
1162,1,2.6,NA,NA,NA,NA,2.48,2.58,1.75
1163,1,NA,2.59,2.49,NA,2.18,2.7,2.99,2.55
1164,1,NA,2.6,NA,NA,1.61,1.93,2.11,2.51
1165,1,NA,NA,2.42,2.27,NA,2.22,NA,1.44
1166,1,1.18,2.61,NA,3.77,2.84,NA,2.32,1.2
1167,1,2.94,0.55,3.78,2.68,NA,3.34,2.42,NA
1168,1,2.65,NA,NA,2.01,NA,2.29,1.86,NA
1169,1,2.37,2.62,NA,2.17,4.17,1.96,2.62,NA
1170,1,1.91,3.27,3.24,2.53,2.3,0.55,2.85,3.26
1171,1,3.86,2.49,3.32,NA,3.56,2.54,2.82,NA
1172,1,NA,2.14,2.04,NA,2.4,3.01,4.01,NA
1173,1,2.31,2.19,NA,NA,1.18,NA,NA,NA
1174,1,2.8,NA,3.45,2.55,NA,1.58,1.28,2.26
1175,1,1.25,2.22,2.28,0.71,2.34,NA,1.73,2.82
1176,1,2.36,2.85,2.02,2.24,2.9,NA,1.98,1.86
1177,1,1.63,2.48,NA,0.68,1.08,2.52,NA,2.21
1178,1,2.15,NA,2.09,1.68,NA,3.31,NA,2.47
1179,1,NA,1.82,NA,1.2,3.15,2.28,NA,2.53
1180,1,1.98,NA,NA,NA,2.01,NA,3.05,1.43
1181,1,1.83,1.37,3.29,1.95,0.09,2.71,1.17,NA
1182,1,NA,1.52,1.29,2.78,1.39,2.32,NA,NA
1183,1,NA,NA,NA,2.54,2.02,3.1,1.34,2.51
1184,1,1.47,3.13,NA,1.79,NA,NA,3.78,3.69
1185,1,2.56,NA,2.53,NA,NA,0.67,NA,3.5
1186,1,3.52,1.78,1.58,2.46,1.79,2.17,2.17,3.17
1187,1,2.44,2.09,NA,3.16,1.01,2.53,NA,4.21
1188,1,1.45,1.09,2.1,2.45,2.66,NA,2.52,2.46
1189,1,2.29,2.72,3.1,NA,2.27,NA,NA,NA
1190,1,1.86,1.44,1.71,4,NA,3.48,NA,3.63
1191,1,0.75,1.99,2.16,2.62,2.73,NA,1.6,NA
1192,1,1.71,NA,NA,0.78,1.8,2.32,2.56,1.32
1193,1,NA,NA,1.99,NA,3.54,1.59,NA,1.72
1194,1,2.07,1.7,NA,NA,3.17,2.34,2.62,NA
1195,1,0.27,0.25,NA,0.89,2.63,2.66,NA,1.64
1196,1,2.42,2.09,NA,2.81,NA,NA,2.95,NA
1197,1,3.52,3.04,2.84,NA,1.24,NA,NA,1.22
1198,1,2.32,2.78,1.82,NA,NA,2.26,1.17,1.97
1199,1,1.62,NA,NA,1.01,NA,2.02,NA,3.14
1200,1,NA,1.3,1.81,NA,2.9,0.72,2.15,NA
1201,1,2.8,1.77,1.88,2.15,NA,3.19,1.63,2.35
1202,1,2.88,1.28,NA,2.56,NA,1.01,3.76,NA
1203,1,1.75,2.13,2.71,NA,1.68,2.14,NA,NA
1204,1,2.37,3.2,1.83,NA,1.29,2.62,1.21,0.37
1205,1,NA,NA,2.55,2.06,NA,2.02,NA,NA
1206,1,1.68,2.2,2.13,NA,1.46,NA,2.34,NA
1207,1,NA,1.64,3.52,NA,1.96,2.74,NA,NA
1208,1,1.5,1.18,1.83,NA,NA,1,1.84,2.83
1209,1,2.25,NA,NA,NA,3.18,2.26,3.51,0.82
1210,1,NA,1.71,1.97,2.83,2.52,2.15,NA,NA
1211,1,2.28,2.31,2.54,0.89,2.4,1.75,3.02,NA
1212,1,1.34,2.92,NA,0.83,2.52,1.59,2.15,3.4
1213,1,2.63,NA,NA,2.62,NA,NA,2.69,NA
1214,1,NA,1.68,1.9,1.48,1.71,NA,1.99,2.25
1215,1,NA,2.39,2.95,1.18,2.59,1.44,NA,NA
1216,1,1.64,0.59,NA,3.04,2.87,1.56,NA,2.63
1217,1,1.77,1.36,2.01,1.45,NA,0.81,2.57,2.5
1218,1,NA,NA,2.17,NA,2.47,1.35,3.27,NA
1219,1,1.74,2.52,NA,2.71,2.57,NA,NA,2.32
1220,1,2.94,NA,2.59,NA,NA,2.33,NA,NA
1221,1,2.32,3.5,NA,NA,NA,1.11,3.63,NA
1222,1,2.57,2.81,3.13,NA,0.22,2.95,2.72,NA
1223,1,1.46,2.17,1.59,2.11,2.38,NA,1.88,2.77
1224,1,2.14,NA,2.47,2.08,1.38,NA,1.56,NA
1225,1,2.76,2.36,NA,1.53,2.98,3.11,3.56,2.66
1226,1,2.33,1,NA,NA,1.6,NA,2.58,NA
1227,1,1.49,1.91,NA,2.29,NA,NA,2.99,2.23
1228,1,NA,2.66,2.8,NA,2.18,2.06,2.42,NA
1229,1,1.54,2.15,NA,NA,1.46,2.7,1.4,0.64
1230,1,0.63,1.47,2.61,2.65,2.94,2.18,NA,NA
1231,1,NA,2.07,2.38,2.71,NA,NA,NA,2.67
1232,1,2.58,0.94,1.86,2.27,NA,NA,NA,3.67
1233,1,1.59,1.97,3.23,NA,1.4,1.72,NA,1.42
1234,1,1.53,NA,2.2,NA,1.7,NA,2.23,NA
1235,1,NA,1.9,NA,NA,1.64,2.79,1.71,NA
1236,1,NA,1.39,2.82,1.95,NA,2.42,NA,1.99
1237,1,NA,2.03,2.61,2.11,NA,NA,2.16,NA
1238,1,1.66,2.57,2.57,NA,NA,NA,2.84,NA
1239,1,1.44,NA,2.46,NA,2.12,NA,NA,2.21
1240,1,2.18,1.87,3.34,2.72,NA,1.72,NA,3.06
1241,1,NA,1.99,1.92,2.21,2.04,2.08,NA,NA
1242,1,1.99,1.15,1.25,NA,1.78,2.09,1.33,1.02
1243,1,1.86,2.01,NA,2.42,3.38,0.62,NA,NA
1244,1,3.34,2.16,1.81,2.85,0.46,3.37,2.7,3.51
1245,1,1.72,1.83,2.6,1.89,2.04,2.49,NA,NA
