consci1,consci2,consci3,consci4,consci5,consci6,emostab1,emostab2,emostab3,emostab4,emostab5,emostab6,orgcon1,orgcon2,orgcon3,orgcon4,orgcon5,orgcon6,workbeh1,workbeh2,workbeh3,workbeh4,workbeh5,workbeh6,consci,emostab,orgcon,workbeh
5,5,5,5,5,5,5,5,4,5,4,4,2,2,3,2,1,3,1,1,1,1,1,2,30,27,13,7
5,4,3,5,5,4,5,4,4,5,4,4,2,5,5,3,2,3,2,1,3,1,1,1,26,26,20,9
4,5,5,4,4,5,4,2,4,4,3,3,2,2,2,2,2,2,1,1,1,1,3,1,27,20,12,8
5,2,5,4,4,5,1,1,1,1,1,3,3,3,3,2,2,2,1,2,1,1,1,2,25,8,15,8
3,4,2,3,3,1,1,3,3,2,4,1,5,2,2,5,3,2,1,1,1,1,1,1,16,14,19,6
5,5,5,5,4,4,3,4,5,5,4,3,3,4,1,1,1,3,5,3,2,2,2,2,28,24,13,16
5,4,4,4,3,4,4,4,2,4,4,3,2,1,1,5,3,1,2,2,1,2,3,3,24,21,13,13
4,5,5,5,2,4,2,3,4,3,4,4,2,3,2,2,3,3,3,1,2,3,3,3,25,20,15,15
4,4,4,4,3,5,4,3,3,2,3,2,5,4,5,2,3,3,3,3,2,3,3,2,24,17,22,16
5,5,5,5,5,5,5,4,4,5,3,2,2,2,2,2,2,4,1,2,1,1,1,1,30,23,14,7
5,5,4,4,5,4,4,4,4,5,4,4,5,3,3,4,4,4,3,3,3,2,3,5,27,25,23,19
3,3,3,3,5,4,4,5,4,4,5,3,5,2,4,5,2,5,2,4,2,2,2,2,21,25,23,14
2,3,5,5,3,4,5,4,5,4,4,5,1,1,2,2,2,2,1,1,1,1,1,1,22,27,10,6
4,5,5,5,4,4,3,2,3,4,1,1,2,2,2,1,2,2,1,1,2,2,2,1,27,14,11,9
5,5,5,5,5,5,4,2,4,3,1,3,4,5,5,5,4,3,1,1,1,1,2,1,30,17,26,7
5,5,5,4,5,5,4,4,4,4,4,5,3,1,2,1,1,1,1,1,1,1,1,1,29,25,9,6
2,1,3,3,4,1,4,4,5,2,5,3,2,3,2,4,2,3,2,3,1,3,3,1,14,23,16,13
5,2,4,3,4,3,4,2,2,5,4,3,2,2,2,1,2,5,2,3,2,2,5,3,21,20,14,17
5,5,3,5,4,5,4,4,4,5,4,4,3,5,5,2,5,2,1,1,1,2,1,2,27,25,22,8
4,4,5,5,4,4,4,4,4,4,4,5,2,2,1,2,1,2,2,1,2,3,1,2,26,25,10,11
2,4,2,3,5,5,3,2,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,21,19,7,6
1,3,1,1,3,4,2,1,2,3,2,1,4,4,3,3,4,2,2,1,3,1,1,1,13,11,20,9
1,3,3,5,3,2,2,1,3,3,1,3,4,5,3,2,3,4,1,1,1,1,1,2,17,13,21,7
3,3,2,1,5,3,4,2,3,4,4,4,2,2,4,1,2,2,1,1,1,1,1,1,17,21,13,6
2,4,5,4,5,4,3,2,4,4,3,4,2,1,2,2,2,2,3,2,2,2,2,2,24,20,11,13
4,3,4,4,4,3,4,2,4,5,5,4,3,3,2,1,3,1,2,1,2,1,3,2,22,24,13,11
5,5,5,5,4,4,3,4,4,3,4,4,4,3,5,5,2,4,1,2,2,3,2,2,28,22,23,12
4,2,5,4,3,4,4,2,1,3,1,1,2,2,3,2,2,2,2,1,1,2,2,2,22,12,13,10
4,4,5,5,4,4,5,5,5,4,5,5,4,3,3,4,2,2,1,5,2,1,1,4,26,29,18,14
4,4,5,5,4,4,2,3,3,1,4,3,2,5,1,2,3,1,3,2,2,3,2,3,26,16,14,15
1,4,4,4,4,3,2,3,4,4,2,3,3,3,3,2,2,2,2,3,2,2,3,2,20,18,15,14
4,2,5,5,2,3,1,1,1,2,1,3,2,1,3,3,3,1,1,1,1,1,1,1,21,9,13,6
4,3,5,5,5,5,4,5,4,4,1,4,5,5,2,2,2,3,1,1,1,1,1,1,27,22,19,6
3,3,4,5,5,4,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,24,6,10,8
3,5,3,5,5,5,5,4,5,5,5,5,2,2,4,2,2,4,3,1,1,3,2,2,26,29,16,12
5,5,5,5,5,5,4,3,3,4,4,4,2,2,1,3,2,2,1,1,1,1,1,1,30,22,12,6
5,5,5,5,5,5,4,4,3,4,5,4,3,4,1,3,3,2,2,3,1,2,1,2,30,24,16,11
4,3,4,5,3,5,2,3,4,2,1,5,3,3,2,2,3,2,2,1,1,1,1,1,24,17,15,7
5,3,3,2,4,4,2,2,3,2,4,3,1,2,2,3,2,2,2,2,1,2,1,1,21,16,12,9
4,5,5,5,5,4,4,2,4,4,4,4,1,1,1,1,1,2,1,2,1,1,1,2,28,22,7,8
2,4,2,1,2,4,4,3,4,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,15,23,29,26
3,5,2,4,1,3,5,4,3,4,4,1,4,3,5,4,3,5,3,2,5,3,2,2,18,21,24,17
3,2,4,5,5,5,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,1,24,24,14,6
2,5,1,4,4,5,3,2,4,1,3,3,5,4,2,3,5,2,1,2,3,2,2,1,21,16,21,11
2,1,4,1,3,1,5,2,4,4,3,4,2,2,1,4,5,1,5,3,3,3,1,2,12,22,15,17
5,5,4,3,5,5,5,3,4,4,4,4,5,2,3,5,4,5,2,2,2,1,1,2,27,24,24,10
5,5,4,1,4,2,3,2,4,3,2,2,2,3,5,3,4,1,2,2,1,2,1,1,21,16,18,9
4,3,3,2,3,2,5,2,5,5,5,3,1,2,2,1,2,2,1,2,1,1,2,2,17,25,10,9
5,4,5,4,4,5,4,5,5,5,5,5,4,2,4,2,3,2,2,4,1,1,1,1,27,29,17,10
4,4,5,3,5,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,23,6,11,10
5,4,5,5,5,5,3,4,2,1,4,1,3,2,2,2,3,2,1,2,1,3,1,2,29,15,14,10
1,3,4,2,1,2,1,1,2,1,1,4,5,5,2,2,4,2,2,2,2,2,2,3,13,10,20,13
5,5,4,1,4,4,4,4,3,4,4,4,2,2,2,4,2,2,2,3,2,1,3,2,23,23,14,13
3,5,5,5,5,5,4,1,3,3,1,2,2,1,2,2,1,3,2,3,2,2,3,3,28,14,11,15
5,5,5,5,4,5,1,1,1,1,2,1,2,1,2,2,2,1,3,1,2,2,1,3,29,7,10,12
5,5,3,4,5,5,1,3,3,2,1,2,3,3,4,3,4,4,1,1,2,1,2,2,27,12,21,9
5,4,4,4,5,2,4,4,3,4,2,4,2,2,3,3,2,2,1,2,2,2,1,1,24,21,14,9
5,4,2,1,4,4,5,2,4,2,4,1,5,5,2,5,4,5,2,2,2,2,2,2,20,18,26,12
5,4,3,4,3,2,2,4,5,4,5,5,3,2,2,2,1,1,1,1,1,1,1,1,21,25,11,6
5,5,5,5,4,4,1,2,2,3,2,5,2,3,3,3,3,2,2,1,1,1,1,1,28,15,16,7
3,5,2,4,5,3,3,3,1,3,4,3,2,3,2,3,5,5,1,3,1,1,2,1,22,17,20,9
1,2,4,4,1,4,3,3,2,3,3,1,5,2,3,3,3,5,2,3,2,1,2,1,16,15,21,11
4,5,4,5,4,5,1,1,4,4,4,4,4,1,2,3,2,2,3,1,1,1,1,2,27,18,14,9
4,5,4,2,4,5,4,3,4,4,4,4,2,2,4,3,3,1,1,1,1,1,1,1,24,23,15,6
1,4,4,5,2,4,4,1,1,2,2,2,5,5,5,5,4,3,2,3,4,1,3,2,20,12,27,15
5,5,5,5,5,5,1,2,3,1,2,3,5,4,4,5,4,4,1,1,2,1,1,1,30,12,26,7
5,3,3,3,4,2,4,2,3,4,4,4,2,2,2,2,2,1,1,1,2,1,2,1,20,21,11,8
4,4,4,4,3,5,4,4,4,4,4,4,2,2,5,2,1,4,2,1,3,1,1,2,24,24,16,10
4,5,4,4,4,5,1,3,3,4,3,1,4,3,2,5,5,3,1,1,2,3,2,2,26,15,22,11
5,5,5,5,5,5,4,4,4,3,4,4,2,2,3,3,4,5,2,2,2,2,1,1,30,23,19,10
5,4,4,5,5,5,4,5,3,4,4,4,4,2,2,4,4,5,2,1,1,2,2,2,28,24,21,10
4,3,4,3,4,4,3,2,2,4,3,1,4,2,5,2,5,5,1,2,1,2,3,1,22,15,23,10
4,5,3,5,4,4,3,3,4,4,4,2,2,1,2,2,1,2,1,1,1,1,1,1,25,20,10,6
5,2,3,4,4,5,3,3,3,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,23,20,7,6
1,3,4,3,3,1,4,5,5,5,5,5,1,5,3,3,5,2,1,2,2,2,2,1,15,29,19,10
5,2,2,3,4,3,2,4,1,5,3,5,5,3,4,4,3,3,1,2,2,1,2,2,19,20,22,10
3,3,4,5,5,4,3,4,5,4,5,1,4,3,3,5,2,2,2,2,3,5,3,5,24,22,19,20
5,4,5,3,3,5,2,3,3,3,4,2,5,5,3,5,5,4,3,3,2,2,1,1,25,17,27,12
5,5,5,5,5,5,1,3,1,1,2,4,1,1,1,1,1,2,2,1,2,1,1,1,30,12,7,8
5,5,5,4,4,5,4,3,4,5,2,4,2,2,1,3,3,1,1,2,1,2,2,1,28,22,12,9
2,5,5,3,3,4,2,1,2,3,3,2,2,2,1,2,2,2,1,1,2,1,1,2,22,13,11,8
5,5,5,3,4,5,2,4,4,4,3,4,4,1,3,2,2,1,3,1,3,1,1,1,27,21,13,10
3,2,1,2,1,1,3,5,3,4,3,2,2,1,1,2,2,1,1,1,1,1,1,1,10,20,9,6
5,2,3,5,4,4,4,5,3,2,4,4,4,4,2,4,4,3,2,2,3,2,2,1,23,22,21,12
4,4,5,3,4,2,4,3,3,2,4,4,3,3,4,4,4,3,1,3,1,1,2,1,22,20,21,9
3,5,4,3,3,4,4,4,2,3,3,3,4,3,4,4,2,2,1,2,1,2,1,2,22,19,19,9
5,5,5,4,4,5,2,1,1,1,4,4,2,2,1,1,2,1,1,1,1,1,1,1,28,13,9,6
5,2,5,3,5,4,5,2,4,3,3,4,2,2,1,2,2,2,1,1,2,1,1,1,24,21,11,7
3,5,4,4,3,5,2,1,1,1,1,3,1,2,3,2,2,2,1,1,1,1,1,1,24,9,12,6
4,4,5,5,4,5,4,3,4,4,3,5,5,4,2,3,3,4,2,2,3,1,2,2,27,23,21,12
3,5,5,3,5,5,4,1,1,1,1,1,3,3,3,5,3,4,2,5,2,2,5,3,26,9,21,19
2,2,2,4,1,4,3,1,4,1,3,1,3,2,3,2,2,2,1,2,2,3,1,1,15,13,14,10
4,3,5,4,5,5,2,1,5,3,4,4,1,1,2,3,2,4,1,1,2,2,1,1,26,19,13,8
2,3,5,4,3,3,3,3,3,1,2,4,3,4,2,4,2,2,1,1,1,2,1,1,20,16,17,7
4,5,4,2,2,4,1,1,1,3,3,1,4,2,2,2,3,2,1,2,1,1,1,1,21,10,15,7
5,3,5,5,4,5,5,4,3,2,1,4,3,2,4,2,2,4,1,1,2,1,1,1,27,19,17,7
4,5,3,5,5,5,2,3,1,1,1,4,2,2,2,2,2,4,1,1,2,1,2,1,27,12,14,8
5,4,3,4,5,5,5,5,5,4,5,4,3,5,5,5,2,4,1,1,1,2,1,1,26,28,24,7
1,1,4,1,3,1,5,5,4,5,5,5,5,4,5,4,5,5,2,3,3,3,2,2,11,29,28,15
3,4,5,4,4,4,4,2,2,1,3,2,1,2,5,4,2,3,2,1,2,2,1,1,24,14,17,9
2,3,3,4,4,5,4,1,1,1,1,1,2,3,1,1,2,2,2,2,1,1,1,1,21,9,11,8
2,4,1,2,2,2,4,4,5,4,5,5,2,4,3,3,3,3,3,3,2,1,3,2,13,27,18,14
5,5,4,4,2,5,4,4,3,5,2,1,3,2,2,2,2,2,1,1,1,1,2,1,25,19,13,7
1,2,4,4,3,5,2,3,4,4,2,3,2,5,5,5,2,2,1,1,1,1,2,1,19,18,21,7
4,4,3,5,4,5,1,3,4,2,3,4,5,4,5,5,5,3,3,1,3,1,2,2,25,17,27,12
5,4,4,5,4,4,3,4,5,1,4,5,5,5,5,3,3,4,5,1,3,2,3,2,26,22,25,16
4,4,3,1,5,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,19,7,11,7
5,5,3,2,2,4,5,4,5,5,5,4,4,5,5,1,5,3,4,2,3,4,3,5,21,28,23,21
2,2,3,3,3,5,5,5,5,5,5,5,3,4,3,3,4,2,3,3,2,3,4,1,18,30,19,16
4,5,3,5,5,4,2,1,1,1,2,3,1,4,2,2,3,2,1,2,3,2,2,2,26,10,14,12
5,5,5,4,5,5,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,29,23,6,6
1,4,2,3,2,4,1,2,4,1,1,4,1,1,2,3,2,2,3,3,2,2,2,2,16,13,11,14
1,5,2,4,3,1,5,3,4,2,4,4,5,4,5,5,3,4,3,2,2,3,5,3,16,22,26,18
5,5,4,5,5,5,3,4,5,4,4,2,1,1,1,2,1,1,1,1,1,2,1,1,29,22,7,7
5,4,3,2,2,4,4,2,5,3,4,5,1,2,1,3,2,1,1,1,1,1,1,1,20,23,10,6
5,5,5,4,4,4,4,4,3,4,5,2,2,2,2,2,2,2,3,1,2,1,2,1,27,22,12,10
1,1,2,2,1,2,2,1,2,2,1,2,4,2,4,4,2,4,3,2,3,2,2,3,9,10,20,15
5,5,5,5,5,5,5,5,4,2,4,4,5,3,3,3,2,2,3,3,2,2,1,1,30,24,18,12
2,3,2,5,2,1,2,2,3,4,4,2,1,4,1,1,1,1,1,1,3,2,2,2,15,17,9,11
5,5,3,3,5,3,4,5,5,5,5,5,1,1,2,2,1,1,1,2,1,1,1,1,24,29,8,7
4,5,3,5,4,2,4,4,4,4,3,4,5,3,1,2,3,4,2,1,1,2,1,2,23,23,18,9
5,4,5,5,5,5,2,1,1,2,2,3,2,2,5,3,5,5,2,1,2,1,1,1,29,11,22,8
5,2,4,4,5,5,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,25,8,8,7
5,5,3,4,5,4,2,4,4,3,4,4,5,4,3,4,2,5,2,2,1,3,2,2,26,21,23,12
4,1,3,4,3,4,2,2,2,3,2,4,5,5,4,5,5,5,1,2,2,1,1,1,19,15,29,8
5,5,5,5,5,5,1,2,1,1,1,1,2,2,2,4,2,5,2,1,2,1,2,2,30,7,17,10
5,4,5,5,4,4,1,1,2,1,2,2,2,2,1,2,1,2,3,2,2,1,2,2,27,9,10,12
1,5,4,1,3,1,1,1,1,1,3,1,3,1,4,1,2,2,1,2,1,2,1,1,15,8,13,8
4,5,4,5,5,4,1,3,2,2,2,2,3,5,1,2,5,2,1,1,1,1,1,1,27,12,18,6
4,4,5,4,5,5,4,3,3,2,4,3,2,4,4,3,5,4,1,1,2,2,3,1,27,19,22,10
5,5,5,5,5,5,1,5,3,5,2,3,3,4,3,2,3,5,1,2,1,2,1,1,30,19,20,8
3,4,4,3,3,5,4,5,5,5,5,5,1,1,2,1,1,1,1,1,1,1,1,1,22,29,7,6
4,4,4,4,4,5,4,5,5,5,5,5,1,2,3,2,4,3,1,1,1,2,1,1,25,29,15,7
2,3,3,4,1,3,4,2,4,3,4,4,2,1,2,2,1,1,1,2,1,1,2,1,16,21,9,8
4,5,4,1,4,5,3,2,2,3,5,3,2,4,2,2,1,2,1,3,2,2,2,2,23,18,13,12
3,5,5,5,5,5,3,3,2,3,3,3,1,1,1,2,2,1,1,1,1,1,1,1,28,17,8,6
5,5,4,5,4,5,2,2,1,1,1,2,2,4,5,3,5,4,2,2,2,2,2,2,28,9,23,12
5,4,3,5,5,4,1,3,3,2,4,1,4,5,5,1,2,2,1,2,1,2,1,1,26,14,19,8
3,5,3,4,5,5,2,4,2,1,1,2,1,4,2,4,2,3,1,1,2,1,1,1,25,12,16,7
4,5,2,3,1,5,1,3,3,2,3,3,5,5,5,5,5,2,2,2,2,3,2,2,20,15,27,13
4,2,4,4,3,1,5,4,5,4,4,5,2,2,3,2,2,2,1,1,1,1,1,1,18,27,13,6
5,3,4,3,4,4,5,4,5,4,3,3,5,3,4,4,4,4,1,2,3,2,1,2,23,24,24,11
5,5,5,5,4,5,5,4,4,4,4,5,1,1,2,1,3,2,1,1,1,1,1,1,29,26,10,6
5,5,5,5,5,5,2,2,3,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,30,10,11,6
4,5,4,5,4,5,4,4,4,4,4,5,2,3,3,2,2,3,1,1,3,2,2,1,27,25,15,10
2,4,4,5,5,4,4,3,1,4,3,1,4,1,2,1,1,2,1,1,1,1,2,1,24,16,11,7
4,3,5,4,4,4,2,1,2,3,1,4,2,1,5,4,2,2,3,2,2,2,2,2,24,13,16,13
4,2,4,3,4,5,4,3,2,4,4,3,1,2,1,1,2,3,1,1,1,1,1,1,22,20,10,6
5,5,4,5,5,4,3,4,1,2,1,3,3,5,2,2,2,3,2,1,2,3,2,1,28,14,17,11
3,5,5,3,4,4,2,1,1,1,1,5,4,2,2,2,1,1,1,1,1,2,2,1,24,11,12,8
5,5,5,5,4,5,4,2,4,5,5,2,2,1,1,2,3,1,1,1,1,2,1,1,29,22,10,7
1,4,3,2,2,4,1,4,5,4,5,4,2,4,2,5,5,3,2,2,2,2,2,2,16,23,21,12
4,4,4,3,3,4,4,4,4,4,3,5,2,3,2,2,2,1,1,2,1,1,1,2,22,24,12,8
5,5,5,5,5,5,2,2,4,3,4,3,2,5,2,1,3,5,1,2,3,2,1,1,30,18,18,10
3,3,4,3,1,4,1,1,3,2,1,2,4,2,3,4,1,4,2,2,3,2,1,3,18,10,18,13
3,5,5,4,5,5,4,1,2,1,2,4,2,3,2,3,3,4,1,1,2,2,1,2,27,14,17,9
5,5,5,5,5,5,4,3,3,1,5,3,4,2,1,1,2,2,2,1,2,1,2,1,30,19,12,9
3,5,3,5,4,5,3,5,5,5,4,4,1,1,1,3,1,2,1,1,1,1,1,1,25,26,9,6
2,2,4,5,5,5,2,3,5,3,1,4,3,3,3,2,2,1,1,2,1,1,1,1,23,18,14,7
4,4,3,3,3,3,5,4,2,4,4,4,3,1,2,2,2,2,1,1,1,1,1,1,20,23,12,6
5,5,5,5,4,5,3,2,2,3,2,2,3,5,5,3,4,3,1,1,2,1,1,2,29,14,23,8
5,5,5,5,5,5,5,4,5,5,5,5,2,2,1,2,2,3,1,3,1,2,2,2,30,29,12,11
4,4,5,3,2,3,5,3,5,4,4,5,2,2,2,1,1,1,1,1,1,1,2,1,21,26,9,7
5,5,5,5,4,5,1,3,2,1,3,1,2,5,2,4,1,4,1,2,1,1,1,1,29,11,18,7
3,4,4,2,4,4,4,1,3,3,3,4,2,1,2,2,2,2,1,2,3,1,1,2,21,18,11,10
1,5,4,5,3,3,1,2,2,1,1,3,4,4,1,2,3,5,2,2,1,1,2,1,21,10,19,9
4,3,2,5,1,2,1,2,4,2,4,2,1,4,3,2,2,2,1,1,1,1,1,1,17,15,14,6
1,2,3,2,5,4,3,3,4,4,5,4,1,1,1,1,1,2,1,1,1,1,1,1,17,23,7,6
5,5,2,4,4,5,2,3,4,3,4,4,4,2,2,4,2,4,1,2,3,1,2,1,25,20,18,10
2,4,4,1,3,2,5,4,3,2,4,5,1,2,5,2,2,2,2,2,3,2,2,2,16,23,14,13
5,5,4,5,5,5,1,4,4,2,2,4,5,4,4,4,1,5,2,1,2,1,1,1,29,17,23,8
4,4,5,5,3,5,4,2,1,3,4,3,5,2,2,1,3,3,3,3,3,3,3,1,26,17,16,16
3,3,4,4,4,3,1,2,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,21,12,8,6
5,4,4,4,5,5,5,3,4,5,4,4,3,3,5,2,3,2,1,1,1,1,1,1,27,25,18,6
5,5,4,5,4,4,4,2,3,1,3,5,3,3,3,2,2,5,1,1,1,1,1,2,27,18,18,7
5,5,3,5,5,5,5,4,5,4,5,4,5,3,3,2,2,5,1,1,1,1,2,1,28,27,20,7
1,1,2,3,2,1,3,4,3,1,3,1,1,3,2,2,2,2,1,1,1,2,1,1,10,15,12,7
5,5,5,5,5,5,4,5,4,5,5,5,2,2,2,5,2,2,1,2,3,1,2,1,30,28,15,10
4,4,5,5,5,2,5,5,4,5,4,5,3,1,2,1,4,1,1,1,1,1,1,1,25,28,12,6
5,5,5,5,5,5,3,4,1,1,4,2,2,2,2,3,4,3,1,2,1,1,1,2,30,15,16,8
5,5,5,5,5,5,2,2,1,1,4,5,2,2,2,2,2,1,1,2,1,1,2,1,30,15,11,8
2,2,1,4,2,3,5,3,4,4,4,4,4,4,2,5,3,2,3,1,3,2,3,2,14,24,20,14
4,5,4,5,4,5,2,3,1,2,3,2,3,1,2,1,5,1,2,1,2,1,1,1,27,13,13,8
2,2,2,3,1,5,2,4,3,2,2,1,4,1,4,4,3,2,3,2,2,2,2,2,15,14,18,13
5,3,4,2,3,5,1,2,1,1,4,1,4,2,2,2,2,1,2,2,2,1,1,2,22,10,13,10
3,1,1,2,3,1,5,3,4,4,5,3,5,3,5,5,4,2,4,3,5,2,2,2,11,24,24,18
3,2,2,2,4,1,4,3,4,4,4,4,2,3,2,2,1,1,1,2,1,2,1,1,14,23,11,8
1,3,4,2,2,3,3,4,4,2,5,4,3,1,2,2,2,2,4,3,2,2,2,3,15,22,12,16
4,4,5,4,5,5,4,5,3,3,4,5,2,3,3,3,2,2,1,2,1,2,2,2,27,24,15,10
1,4,4,4,4,3,3,1,1,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,20,8,11,6
5,4,4,3,5,4,3,5,2,1,3,2,2,2,2,1,2,2,1,2,2,2,1,1,25,16,11,9
5,4,5,5,4,4,3,2,1,5,2,3,5,4,4,5,5,2,2,2,1,2,1,3,27,16,25,11
4,2,3,5,5,1,4,2,2,2,2,2,5,5,5,5,3,3,5,5,5,3,3,4,20,14,26,25
5,4,5,3,5,5,4,2,3,4,5,2,4,3,3,2,1,3,1,1,1,1,1,1,27,20,16,6
4,3,5,4,4,3,4,4,2,4,4,2,3,2,1,2,3,4,1,1,1,1,1,1,23,20,15,6
5,5,5,5,4,5,2,4,4,4,4,3,2,4,4,4,2,5,1,2,2,1,2,2,29,21,21,10
5,4,5,5,3,3,3,4,4,3,1,3,2,1,1,2,3,3,2,2,2,2,1,2,25,18,12,11
5,5,5,5,4,5,3,1,2,1,1,2,3,5,2,4,5,5,2,1,1,1,2,1,29,10,24,8
4,3,3,3,3,3,4,4,4,4,5,4,1,2,5,4,2,2,1,1,1,1,1,1,19,25,16,6
5,4,5,5,5,4,3,4,2,1,4,3,2,2,2,2,2,2,1,1,2,1,1,1,28,17,12,7
5,4,5,3,5,5,5,3,3,5,4,2,5,4,3,3,2,2,3,1,2,1,2,1,27,22,19,10
1,2,1,2,1,4,2,3,1,3,3,4,3,2,5,3,5,2,2,1,1,1,1,1,11,16,20,7
3,3,4,5,3,1,4,4,2,2,2,3,2,2,3,2,2,2,1,2,2,2,2,2,19,17,13,11
5,5,5,5,4,5,5,2,2,4,3,4,3,5,5,3,4,5,3,4,3,3,4,1,29,20,25,18
5,5,5,5,5,5,2,1,3,4,2,1,3,2,2,2,2,5,2,1,2,2,1,1,30,13,16,9
4,4,5,5,3,3,1,4,2,4,2,4,1,1,3,1,2,2,1,2,1,1,1,1,24,17,10,7
3,5,4,3,2,2,4,4,4,4,4,5,4,5,5,5,5,5,1,3,3,3,3,3,19,25,29,16
3,4,4,4,2,4,3,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,21,11,7,6
5,3,5,3,4,5,2,4,3,3,4,2,4,3,3,4,4,2,1,2,3,1,2,1,25,18,20,10
3,5,5,5,5,5,2,4,4,4,4,4,2,2,2,2,1,1,3,4,1,5,4,2,28,22,10,19
1,3,4,4,4,2,2,2,1,2,2,1,4,3,4,3,4,2,2,1,1,1,1,1,18,10,20,7
4,3,3,3,3,2,2,3,4,1,2,3,2,2,4,4,2,5,3,3,3,3,3,2,18,15,19,17
5,4,5,4,4,4,4,2,2,1,3,3,1,3,2,4,4,4,1,2,2,1,1,2,26,15,18,9
5,5,5,4,3,5,3,4,4,5,4,5,3,3,4,2,3,2,1,2,1,1,2,2,27,25,17,9
3,4,5,3,5,4,4,3,5,4,3,3,4,3,5,2,4,2,1,1,2,1,2,2,24,22,20,9
4,2,2,1,3,1,1,2,4,1,2,4,4,4,4,3,5,4,2,1,3,3,3,2,13,14,24,14
4,2,3,4,4,1,3,4,3,4,4,3,3,3,4,4,2,5,1,1,1,1,1,1,18,21,21,6
4,5,4,5,5,5,3,1,1,3,1,1,2,1,2,2,1,2,1,1,2,1,1,2,28,10,10,8
4,4,5,4,4,5,5,3,5,5,5,5,3,2,2,1,1,2,1,1,1,1,1,1,26,28,11,6
5,2,1,4,3,2,1,1,1,2,1,3,2,1,1,3,2,2,1,1,1,2,1,1,17,9,11,7
5,4,5,5,5,3,5,5,3,4,4,5,5,5,3,3,5,4,1,1,1,1,2,2,27,26,25,8
2,4,2,5,3,3,3,4,4,5,4,4,2,2,4,5,3,1,2,2,1,1,2,2,19,24,17,10
5,5,5,5,5,5,4,1,3,3,2,2,3,5,3,3,4,2,1,1,1,1,2,2,30,15,20,8
4,4,3,4,5,3,4,5,4,3,4,5,1,1,1,2,1,1,1,1,1,1,1,1,23,25,7,6
1,2,2,1,1,3,1,1,1,1,1,1,5,4,4,3,4,4,2,2,2,3,4,1,10,6,24,14
4,5,5,4,3,3,2,4,4,4,4,2,1,1,1,3,1,2,1,1,1,1,1,1,24,20,9,6
4,4,5,4,4,3,1,2,1,1,1,1,5,4,5,5,3,5,3,2,2,2,2,2,24,7,27,13
3,5,3,5,5,5,2,4,5,5,5,4,3,4,4,4,4,4,1,1,1,1,2,2,26,25,23,8
5,2,1,3,3,2,4,2,2,4,4,3,3,2,5,2,3,5,2,1,3,1,2,2,16,19,20,11
2,3,1,3,3,4,5,2,4,4,4,4,3,5,4,4,2,4,3,2,5,5,4,5,16,23,22,24
5,5,5,5,2,4,1,3,3,3,1,1,4,5,2,4,4,5,3,3,2,2,3,2,26,12,24,15
5,5,5,5,5,5,3,2,4,1,1,4,2,5,2,4,4,4,1,1,1,1,1,2,30,15,21,7
5,5,3,5,5,3,4,5,4,2,2,5,1,2,1,2,2,1,1,1,1,1,1,1,26,22,9,6
1,2,2,3,1,4,4,1,2,4,2,2,3,1,3,3,2,1,2,1,1,1,2,1,13,15,13,8
5,5,4,4,5,4,4,3,2,4,4,4,2,4,3,2,4,3,1,1,2,1,1,1,27,21,18,7
3,4,5,5,5,5,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,2,1,1,27,6,11,8
3,2,1,2,2,2,1,1,1,1,1,1,4,5,4,3,2,5,2,2,2,2,2,2,12,6,23,12
5,5,5,5,5,5,4,4,4,2,4,4,1,1,2,1,2,1,1,1,1,1,1,1,30,22,8,6
5,4,5,5,3,5,5,4,2,2,5,2,4,2,2,4,2,2,1,1,1,1,1,1,27,20,16,6
2,1,1,2,2,2,2,5,3,2,3,4,5,3,3,4,4,3,1,2,1,2,3,2,10,19,22,11
5,3,2,3,3,4,2,3,2,3,1,2,2,5,4,5,5,4,1,2,1,1,2,1,20,13,25,8
4,5,4,4,5,5,4,4,5,4,3,4,1,4,2,3,2,2,1,1,1,1,1,1,27,24,14,6
5,4,5,5,4,5,5,4,5,4,5,5,1,1,1,1,1,2,1,1,1,1,1,1,28,28,7,6
4,5,5,5,5,5,4,5,5,4,4,4,2,2,4,2,2,4,1,1,1,1,1,1,29,26,16,6
5,5,2,5,5,4,3,4,4,4,4,3,2,3,2,3,2,2,2,1,2,2,2,2,26,22,14,11
5,5,5,5,5,5,4,5,5,4,4,2,1,1,3,3,2,2,1,1,1,1,1,1,30,24,12,6
5,4,4,5,5,5,4,5,4,5,4,4,1,1,2,1,1,1,2,1,1,1,2,1,28,26,7,8
